,Unnamed: 0,MovieID,Title,Genres,Counts,Score
80,80,81,Things to Do in Denver when You're Dead (1995),"['Crime', 'Drama', 'Romance']",52,3.83
81,81,82,Antonia's Line (Antonia) (1995),['Drama'],166,3.16
82,82,83,Once Upon a Time... When We Were Colored (1995),['Drama'],89,3.88
83,83,84,Last Summer in the Hamptons (1995),"['Comedy', 'Drama']",33,3.7
84,84,85,Angels and Insects (1995),"['Drama', 'Romance']",21,3.1
85,85,86,White Squall (1996),"['Adventure', 'Drama']",194,3.4
86,86,87,Dunston Checks In (1996),"[""Children's"", 'Comedy']",236,3.39
87,87,88,Black Sheep (1996),['Comedy'],76,2.21
88,88,89,Nick of Time (1995),"['Action', 'Thriller']",192,2.94
89,89,90,"Journey of August King, The (1995)",['Drama'],229,3.07
90,90,92,Mary Reilly (1996),"['Drama', 'Thriller']",6,3.67
91,91,93,Vampire in Brooklyn (1995),"['Comedy', 'Romance']",0,0.0
92,92,94,Beautiful Girls (1996),['Drama'],88,2.34
93,93,95,Broken Arrow (1996),"['Action', 'Thriller']",89,2.24
94,94,96,In the Bleak Midwinter (1995),['Comedy'],182,3.73
95,95,97,"Hate (Haine, La) (1995)",['Drama'],638,2.88
96,96,98,Shopping (1994),"['Action', 'Thriller']",13,3.92
97,97,99,Heidi Fleiss: Hollywood Madam (1995),['Documentary'],44,3.75
98,98,100,City Hall (1996),"['Drama', 'Thriller']",6,2.0
99,99,101,Bottle Rocket (1996),['Comedy'],50,3.46
100,100,102,Mr. Wrong (1996),['Comedy'],128,3.06
101,101,103,Unforgettable (1996),['Thriller'],253,3.87
102,102,104,Happy Gilmore (1996),['Comedy'],60,1.82
103,103,105,"Bridges of Madison County, The (1995)","['Drama', 'Romance']",33,3.21
104,104,106,Nobody Loves Me (Keiner liebt mich) (1994),"['Comedy', 'Drama']",682,3.53
105,105,107,Muppet Treasure Island (1996),"['Adventure', ""Children's"", 'Comedy', 'Musical']",387,3.23
106,106,108,Catwalk (1995),['Documentary'],12,3.58
107,107,109,Headless Body in Topless Bar (1995),['Comedy'],256,3.15
108,108,110,Braveheart (1995),"['Action', 'Drama', 'War']",7,2.86
109,109,111,Taxi Driver (1976),"['Drama', 'Thriller']",0,0.0
110,110,112,Rumble in the Bronx (1995),"['Action', 'Adventure', 'Crime']",2443,4.23
111,111,113,Before and After (1996),"['Drama', 'Mystery']",1240,4.18
112,112,114,Margaret's Museum (1995),['Drama'],570,3.44
113,113,115,Happiness Is in the Field (1995),['Comedy'],53,2.98
114,114,116,Anne Frank Remembered (1995),['Documentary'],11,3.09
115,115,117,"Young Poisoner's Handbook, The (1995)",['Crime'],0,0.0
116,116,118,If Lucy Fell (1996),"['Comedy', 'Romance']",41,4.1
117,117,119,"Steal Big, Steal Little (1995)",['Comedy'],79,3.63
118,118,120,Race the Sun (1996),['Drama'],68,3.07
119,119,121,"Boys of St. Vincent, The (1993)",['Drama'],13,2.46
120,120,122,Boomerang (1992),"['Comedy', 'Romance']",3,2.67
121,121,123,Chungking Express (1994),"['Drama', 'Mystery', 'Romance']",37,4.05
122,122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",['Drama'],194,2.77
123,123,125,Flirting With Disaster (1996),['Comedy'],115,3.87
124,124,126,"NeverEnding Story III, The (1994)","['Adventure', ""Children's"", 'Fantasy']",14,3.21
125,125,127,"Silence of the Palace, The (Saimt el Qusur) (1994)",['Drama'],318,3.83
126,126,128,Jupiter's Wife (1994),['Documentary'],99,1.99
127,127,129,Pie in the Sky (1995),"['Comedy', 'Romance']",1,1.0
128,128,130,Angela (1995),['Drama'],12,4.33
129,129,131,Frankie Starlight (1995),"['Drama', 'Romance']",13,3.31
130,130,132,Jade (1995),['Thriller'],2,4.0
131,131,133,Nueba Yol (1995),"['Comedy', 'Drama']",16,3.06
132,132,134,Sonic Outlaws (1995),['Documentary'],91,2.49
133,133,135,Down Periscope (1996),['Comedy'],1,1.0
134,134,136,From the Journals of Jean Seberg (1995),['Documentary'],2,4.0
135,135,137,Man of the Year (1995),['Documentary'],133,2.81
136,136,138,"Neon Bible, The (1995)",['Drama'],8,3.25
137,137,139,Target (1995),"['Action', 'Drama']",13,3.0
138,138,140,Up Close and Personal (1996),"['Drama', 'Romance']",2,2.5
139,139,141,"Birdcage, The (1996)",['Comedy'],1,4.0
140,140,142,Shadows (Cienie) (1988),['Drama'],139,3.17
141,141,143,Gospa (1995),['Drama'],682,3.55
142,142,144,"Brothers McMullen, The (1995)",['Comedy'],1,1.0
143,143,145,Bad Boys (1995),['Action'],0,0.0
144,144,146,"Amazing Panda Adventure, The (1995)","['Adventure', ""Children's""]",433,3.39
145,145,147,"Basketball Diaries, The (1995)",['Drama'],362,3.3
146,146,148,"Awfully Big Adventure, An (1995)",['Drama'],18,2.89
147,147,149,Amateur (1994),"['Crime', 'Drama', 'Thriller']",181,3.54
148,148,150,Apollo 13 (1995),['Drama'],23,2.78
149,149,151,Rob Roy (1995),"['Drama', 'Romance', 'War']",47,3.79
150,150,152,"Addiction, The (1995)",['Horror'],1251,4.07
151,151,153,Batman Forever (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",554,3.59
152,152,154,Belle de jour (1967),['Drama'],69,3.0
153,153,155,Beyond Rangoon (1995),"['Drama', 'War']",777,2.64
154,154,156,Blue in the Face (1995),['Comedy'],168,3.73
155,155,157,Canadian Bacon (1994),"['Comedy', 'War']",87,3.41
156,156,158,Casper (1995),"['Adventure', ""Children's""]",66,3.56
157,157,159,Clockers (1995),['Drama'],187,2.73
158,158,160,Congo (1995),"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",259,2.98
159,159,161,Crimson Tide (1995),"['Drama', 'Thriller', 'War']",116,3.28
160,160,162,Crumb (1994),['Documentary'],565,2.24
161,161,163,Desperado (1995),"['Action', 'Romance', 'Thriller']",760,3.72
162,162,164,Devil in a Blue Dress (1995),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",491,4.06
163,163,165,Die Hard: With a Vengeance (1995),"['Action', 'Thriller']",540,3.46
164,164,166,"Doom Generation, The (1995)","['Comedy', 'Drama']",379,3.57
165,165,167,Feast of July (1995),['Drama'],825,3.56
166,166,168,First Knight (1995),"['Action', 'Adventure', 'Drama', 'Romance']",61,2.46
167,167,169,Free Willy 2: The Adventure Home (1995),"['Adventure', ""Children's"", 'Drama']",5,3.6
168,168,170,Hackers (1995),"['Action', 'Crime', 'Thriller']",362,2.95
169,169,171,Jeffrey (1995),['Comedy'],113,2.02
170,170,172,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']",321,3.15
171,171,173,Judge Dredd (1995),"['Action', 'Adventure', 'Sci-Fi']",93,3.57
172,172,174,Jury Duty (1995),['Comedy'],458,2.58
173,173,175,Kids (1995),['Drama'],564,2.31
174,174,176,Living in Oblivion (1995),['Comedy'],81,2.31
175,175,177,Lord of Illusions (1995),['Horror'],220,3.48
176,176,178,Love & Human Remains (1993),['Comedy'],205,3.92
177,177,179,Mad Love (1995),"['Drama', 'Romance']",139,2.73
178,178,180,Mallrats (1995),['Comedy'],19,3.47
179,179,181,Mighty Morphin Power Rangers: The Movie (1995),"['Action', ""Children's""]",48,2.21
180,180,182,Moonlight and Valentino (1995),"['Drama', 'Romance']",451,3.55
181,181,183,Mute Witness (1994),['Thriller'],93,1.61
182,182,184,Nadja (1994),['Drama'],49,3.14
183,183,185,"Net, The (1995)","['Sci-Fi', 'Thriller']",29,3.48
184,184,186,Nine Months (1995),['Comedy'],26,3.35
185,185,187,Party Girl (1995),['Comedy'],569,2.87
186,186,188,"Prophecy, The (1995)",['Horror'],211,2.76
187,187,189,Reckless (1995),['Comedy'],105,3.24
188,188,190,Safe (1995),['Thriller'],190,3.22
189,189,191,"Scarlet Letter, The (1995)",['Drama'],15,3.4
190,190,192,"Show, The (1995)",['Documentary'],100,3.75
191,191,193,Showgirls (1995),['Drama'],75,2.47
192,192,194,Smoke (1995),['Drama'],2,3.0
193,193,195,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']",217,2.05
194,194,196,Species (1995),"['Horror', 'Sci-Fi']",213,3.76
195,195,197,"Stars Fell on Henrietta, The (1995)",['Drama'],164,2.84
196,196,198,Strange Days (1995),"['Action', 'Crime', 'Sci-Fi']",550,2.82
197,197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical']",17,3.06
198,198,200,"Tie That Binds, The (1995)",['Thriller'],605,3.3
199,199,201,Three Wishes (1995),['Drama'],117,3.81
200,200,202,Total Eclipse (1995),"['Drama', 'Romance']",12,2.42
201,201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",['Comedy'],33,2.64
202,202,204,Under Siege 2: Dark Territory (1995),['Action'],30,2.5
203,203,205,Unstrung Heroes (1995),"['Comedy', 'Drama']",203,3.05
204,204,206,Unzipped (1995),['Documentary'],203,2.92
205,205,207,"Walk in the Clouds, A (1995)","['Drama', 'Romance']",85,3.61
206,206,208,Waterworld (1995),"['Action', 'Adventure']",82,3.67
207,207,209,White Man's Burden (1995),['Drama'],219,3.13
208,208,210,Wild Bill (1995),['Western'],651,2.63
209,209,211,"Browning Version, The (1994)",['Drama'],52,2.46
210,210,212,Bushwhacked (1995),['Comedy'],41,3.15
211,211,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),['Drama'],34,3.56
212,212,214,Before the Rain (Pred dozhdot) (1994),['Drama'],14,1.93
213,213,215,Before Sunrise (1995),"['Drama', 'Romance']",123,4.06
214,214,216,Billy Madison (1995),['Comedy'],28,4.25
215,215,217,"Babysitter, The (1995)","['Drama', 'Thriller']",160,3.81
216,216,218,Boys on the Side (1995),"['Comedy', 'Drama']",355,3.18
217,217,219,"Cure, The (1995)",['Drama'],64,2.62
218,218,220,Castle Freak (1995),['Horror'],195,3.13
219,219,222,Circle of Friends (1995),"['Drama', 'Romance']",22,3.18
220,220,223,Clerks (1994),['Comedy'],28,1.82
221,221,224,Don Juan DeMarco (1995),"['Comedy', 'Drama', 'Romance']",0,0.0
222,222,225,Disclosure (1994),"['Drama', 'Thriller']",329,3.55
223,223,226,Dream Man (1995),['Thriller'],1412,3.95
224,224,227,Drop Zone (1994),['Action'],386,3.39
225,225,228,Destiny Turns on the Radio (1995),['Comedy'],254,3.17
226,226,229,Death and the Maiden (1994),"['Drama', 'Thriller']",1,2.0
227,227,230,Dolores Claiborne (1994),"['Drama', 'Thriller']",129,2.67
228,228,231,Dumb & Dumber (1994),['Comedy'],13,2.15
229,229,232,Eat Drink Man Woman (1994),"['Comedy', 'Drama']",108,3.5
230,230,233,Exotica (1994),['Drama'],349,3.45
231,231,234,Exit to Eden (1994),['Comedy'],660,3.19
232,232,235,Ed Wood (1994),"['Comedy', 'Drama']",346,4.08
233,233,236,French Kiss (1995),"['Comedy', 'Romance']",235,3.61
234,234,237,Forget Paris (1995),"['Comedy', 'Romance']",147,2.22
235,235,238,Far From Home: The Adventures of Yellow Dog (1995),"['Adventure', ""Children's""]",927,3.7
236,236,239,"Goofy Movie, A (1995)","['Animation', ""Children's"", 'Comedy', 'Romance']",326,3.3
237,237,240,Hideaway (1995),['Thriller'],257,2.97
238,238,241,Fluke (1995),"[""Children's"", 'Drama']",32,2.81
239,239,242,Farinelli: il castrato (1994),"['Drama', 'Musical']",168,2.88
240,240,243,Gordy (1995),['Comedy'],45,2.71
241,241,244,Gumby: The Movie (1995),"['Animation', ""Children's""]",29,3.31
242,242,245,"Glass Shield, The (1994)","['Crime', 'Drama']",80,3.5
243,243,246,Hoop Dreams (1994),['Documentary'],10,2.1
244,244,247,Heavenly Creatures (1994),"['Drama', 'Fantasy', 'Romance', 'Thriller']",10,1.9
245,245,248,Houseguest (1994),['Comedy'],11,3.0
246,246,249,Immortal Beloved (1994),"['Drama', 'Romance']",716,4.19
247,247,250,Heavyweights (1994),"[""Children's"", 'Comedy']",477,3.87
248,248,251,"Hunted, The (1995)",['Action'],138,2.91
249,249,252,I.Q. (1994),"['Comedy', 'Romance']",261,3.76
250,250,253,Interview with the Vampire (1994),"['Drama', 'Horror']",30,2.6
251,251,254,Jefferson in Paris (1995),['Drama'],18,3.28
252,252,255,"Jerky Boys, The (1994)",['Comedy'],367,3.27
253,253,256,Junior (1994),"['Comedy', 'Sci-Fi']",738,3.52
254,254,257,Just Cause (1995),"['Mystery', 'Thriller']",38,3.08
255,255,258,"Kid in King Arthur's Court, A (1995)","['Adventure', ""Children's"", 'Comedy', 'Fantasy', 'Romance']",66,2.06
256,256,259,Kiss of Death (1995),"['Crime', 'Drama', 'Thriller']",218,2.65
257,257,260,Star Wars: Episode IV - A New Hope (1977),"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",114,3.23
258,258,261,Little Women (1994),['Drama'],144,2.42
259,259,262,"Little Princess, A (1995)","[""Children's"", 'Drama']",102,2.84
260,260,263,Ladybird Ladybird (1994),['Drama'],2991,4.45
261,261,264,"Enfer, L' (1994)",['Drama'],285,3.65
262,262,265,Like Water for Chocolate (Como agua para chocolate) (1992),"['Drama', 'Romance']",172,3.87
263,263,266,Legends of the Fall (1994),"['Drama', 'Romance', 'War', 'Western']",28,3.86
264,264,267,Major Payne (1994),['Comedy'],5,3.2
265,265,268,Little Odessa (1994),['Drama'],772,3.93
266,266,269,My Crazy Life (Mi vida loca) (1993),['Drama'],705,3.43
267,267,270,Love Affair (1994),"['Drama', 'Romance']",140,2.73
268,268,271,Losing Isaiah (1995),['Drama'],54,3.37
269,269,272,"Madness of King George, The (1994)",['Drama'],55,3.53
270,270,273,Mary Shelley's Frankenstein (1994),"['Drama', 'Horror']",79,3.04
271,271,274,Man of the House (1995),['Comedy'],63,3.14
272,272,275,Mixed Nuts (1994),['Comedy'],383,3.73
273,273,276,Milk Money (1994),"['Comedy', 'Romance']",244,2.9
274,274,277,Miracle on 34th Street (1994),['Drama'],24,2.38
275,275,278,Miami Rhapsody (1995),['Comedy'],80,2.54
276,276,279,My Family (1995),['Drama'],228,2.69
277,277,280,Murder in the First (1995),"['Drama', 'Thriller']",170,3.18
278,278,281,Nobody's Fool (1994),['Drama'],40,2.75
279,279,282,Nell (1994),['Drama'],46,3.72
280,280,283,New Jersey Drive (1995),"['Crime', 'Drama']",212,3.57
281,281,284,New York Cop (1996),"['Action', 'Crime']",233,3.65
282,282,285,Beyond Bedlam (1993),"['Drama', 'Horror']",215,3.22
283,283,286,Nemesis 2: Nebula (1995),"['Action', 'Sci-Fi', 'Thriller']",18,3.0
284,284,287,Nina Takes a Lover (1994),"['Comedy', 'Romance']",0,0.0
285,285,288,Natural Born Killers (1994),"['Action', 'Thriller']",0,0.0
286,286,289,Only You (1994),"['Comedy', 'Romance']",1,3.0
287,287,290,Once Were Warriors (1994),"['Crime', 'Drama']",21,2.9
288,288,291,Poison Ivy II (1995),['Thriller'],700,3.14
289,289,292,Outbreak (1995),"['Action', 'Drama', 'Thriller']",158,3.34
290,290,293,"Professional, The (a.k.a. Leon: The Professional) (1994)","['Crime', 'Drama', 'Romance', 'Thriller']",168,3.92
291,291,294,"Perez Family, The (1995)","['Comedy', 'Romance']",48,2.21
292,292,295,"Pyromaniac's Love Story, A (1995)","['Comedy', 'Romance']",733,3.27
293,293,296,Pulp Fiction (1994),"['Crime', 'Drama']",923,4.11
294,294,297,Panther (1995),['Drama'],42,3.1
295,295,298,Pushing Hands (1992),['Comedy'],29,2.76
296,296,299,Priest (1994),['Drama'],2171,4.28
297,297,300,Quiz Show (1994),['Drama'],28,3.11
298,298,301,Picture Bride (1995),"['Drama', 'Romance']",23,3.91
299,299,302,Queen Margot (La Reine Margot) (1994),"['Drama', 'Romance']",143,3.66
300,300,303,"Quick and the Dead, The (1995)","['Action', 'Adventure', 'Western']",705,3.76
301,301,304,Roommates (1995),"['Comedy', 'Drama']",43,3.3
302,302,305,Ready to Wear (Pret-A-Porter) (1994),['Comedy'],86,3.81
303,303,306,Three Colors: Red (1994),['Drama'],418,2.98
304,304,307,Three Colors: Blue (1993),['Drama'],35,3.14
305,305,308,Three Colors: White (1994),['Drama'],127,2.5
306,306,309,"Red Firecracker, Green Firecracker (1994)",['Drama'],334,4.23
307,307,310,Rent-a-Kid (1995),['Comedy'],243,4.1
308,308,311,Relative Fear (1994),"['Horror', 'Thriller']",202,3.97
309,309,312,Stuart Saves His Family (1995),['Comedy'],48,3.69
310,310,313,"Swan Princess, The (1994)","['Animation', ""Children's""]",6,2.67
311,311,314,"Secret of Roan Inish, The (1994)",['Drama'],1,3.0
312,312,315,"Specialist, The (1994)",['Action'],112,2.44
313,313,316,Stargate (1994),"['Action', 'Adventure', 'Sci-Fi']",54,2.89
314,314,317,"Santa Clause, The (1994)","[""Children's"", 'Comedy', 'Fantasy']",300,3.85
315,315,318,"Shawshank Redemption, The (1994)",['Drama'],153,2.65
316,316,319,Shallow Grave (1994),['Thriller'],1116,3.49
317,317,320,Suture (1993),"['Film-Noir', 'Thriller']",641,3.19
318,318,321,Strawberry and Chocolate (Fresa y chocolate) (1993),['Drama'],2227,4.55
319,319,322,Swimming with Sharks (1995),"['Comedy', 'Drama']",273,3.89
320,320,324,"Sum of Us, The (1994)",['Comedy'],32,3.41
321,321,325,National Lampoon's Senior Trip (1995),['Comedy'],61,3.75
322,322,326,To Live (Huozhe) (1994),['Drama'],209,3.71
323,323,327,Tank Girl (1995),"['Action', 'Comedy', 'Musical', 'Sci-Fi']",0,0.0
324,324,328,Tales From the Crypt Presents: Demon Knight (1995),['Horror'],33,3.97
325,325,329,Star Trek: Generations (1994),"['Action', 'Adventure', 'Sci-Fi']",49,2.45
326,326,330,Tales from the Hood (1995),"['Comedy', 'Horror']",61,4.34
327,327,331,Tom & Viv (1994),['Drama'],358,2.61
328,328,332,Village of the Damned (1995),"['Horror', 'Sci-Fi']",144,3.11
329,329,333,Tommy Boy (1995),['Comedy'],990,3.38
330,330,334,Vanya on 42nd Street (1994),['Drama'],149,2.73
331,331,335,"Underneath, The (1995)","['Mystery', 'Thriller']",21,3.1
332,332,336,"Walking Dead, The (1995)","['Drama', 'War']",161,2.55
333,333,337,What's Eating Gilbert Grape (1993),['Drama'],410,3.5
334,334,338,Virtuosity (1995),"['Sci-Fi', 'Thriller']",114,3.86
335,335,339,While You Were Sleeping (1995),"['Comedy', 'Romance']",41,3.49
336,336,340,"War, The (1994)","['Adventure', 'Drama']",19,2.68
337,337,341,Double Happiness (1994),['Drama'],693,3.84
338,338,342,Muriel's Wedding (1994),"['Comedy', 'Romance']",221,2.88
339,339,343,"Baby-Sitters Club, The (1995)","[""Children's""]",673,3.5
340,340,344,Ace Ventura: Pet Detective (1994),['Comedy'],84,3.27
341,341,345,"Adventures of Priscilla, Queen of the Desert, The (1994)","['Comedy', 'Drama']",31,3.84
342,342,346,Backbeat (1993),"['Drama', 'Musical']",518,3.68
343,343,347,Bitter Moon (1992),['Drama'],42,2.43
344,344,348,Bullets Over Broadway (1994),['Comedy'],766,3.15
345,345,349,Clear and Present Danger (1994),"['Action', 'Adventure', 'Thriller']",469,3.81
346,346,350,"Client, The (1994)","['Drama', 'Mystery', 'Thriller']",120,3.52
347,347,351,"Corrina, Corrina (1994)","['Comedy', 'Drama', 'Romance']",46,3.17
348,348,352,Crooklyn (1994),['Comedy'],455,3.7
349,349,353,"Crow, The (1994)","['Action', 'Romance', 'Thriller']",1059,3.73
350,350,354,Cobb (1994),['Drama'],515,3.39
351,351,355,"Flintstones, The (1994)","[""Children's"", 'Comedy']",257,3.34
352,352,356,Forrest Gump (1994),"['Comedy', 'Romance', 'War']",119,3.13
353,353,357,Four Weddings and a Funeral (1994),"['Comedy', 'Romance']",734,3.45
354,354,358,Higher Learning (1995),['Drama'],67,3.18
355,355,359,I Like It Like That (1994),"['Comedy', 'Drama', 'Romance']",267,2.35
356,356,360,I Love Trouble (1994),"['Action', 'Comedy']",2194,4.09
357,357,361,It Could Happen to You (1994),"['Drama', 'Romance']",1233,3.74
358,358,362,"Jungle Book, The (1994)","['Adventure', ""Children's"", 'Romance']",141,3.17
359,359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",['Documentary'],19,3.21
360,360,364,"Lion King, The (1994)","['Animation', ""Children's"", 'Musical']",127,2.5
361,361,365,Little Buddha (1993),['Drama'],268,3.42
362,362,366,Wes Craven's New Nightmare (1994),['Horror'],239,3.36
363,363,367,"Mask, The (1994)","['Comedy', 'Crime', 'Fantasy']",62,4.26
364,364,368,Maverick (1994),"['Action', 'Comedy', 'Western']",1121,3.86
365,365,369,Mrs. Parker and the Vicious Circle (1994),['Drama'],71,3.17
366,366,370,Naked Gun 33 1/3: The Final Insult (1994),['Comedy'],251,2.82
367,367,371,"Paper, The (1994)","['Comedy', 'Drama']",1179,3.28
368,368,372,Reality Bites (1994),"['Comedy', 'Drama']",802,3.52
369,369,373,Red Rock West (1992),['Thriller'],58,3.31
370,370,374,Richie Rich (1994),"[""Children's"", 'Comedy']",412,2.9
371,371,375,Safe Passage (1994),['Drama'],212,3.18
372,372,376,"River Wild, The (1994)","['Action', 'Thriller']",428,3.15
373,373,377,Speed (1994),"['Action', 'Romance', 'Thriller']",258,3.86
374,374,378,Speechless (1994),"['Comedy', 'Romance']",183,2.11
375,375,379,Timecop (1994),"['Action', 'Sci-Fi']",17,3.29
376,376,380,True Lies (1994),"['Action', 'Adventure', 'Comedy', 'Romance']",350,3.25
377,377,381,When a Man Loves a Woman (1994),['Drama'],1650,3.57
378,378,382,Wolf (1994),"['Drama', 'Horror']",140,2.89
379,379,383,Wyatt Earp (1994),['Western'],436,2.89
380,380,384,Bad Company (1995),['Action'],1400,3.63
381,381,385,"Man of No Importance, A (1994)",['Drama'],211,3.26
382,382,386,S.F.W. (1994),['Drama'],272,2.93
383,383,387,"Low Down Dirty Shame, A (1994)","['Action', 'Comedy']",270,3.27
